word,paragraph
অনায়াসলভ্য,"অনায়াসলভ্য জিনিসপত্রের প্রতি মানুষের আকর্ষণ সাধারণত কম থাকে। আমাদের চারপাশে যা কিছু সহজে পাওয়া যায়, সেগুলোর কদর করতে আমরা প্রায়ই ভুলে যাই। প্রকৃতির অফুরন্ত দান, যেমন - নির্মল বাতাস, সূর্যের আলো - এগুলো আমাদের কাছে অনায়াসলভ্য। তাই হয়তো আমরা এদের গুরুত্ব তেমন একটা দেই না। যখন দূষণ বেড়ে যায়, শ্বাস নিতে কষ্ট হয়, তখনই আমরা বুঝতে পারি এই বাতাস কত মূল্যবান ছিল। আবার, অনেক সময় এমন হয় যে, কোনো সম্পর্ক যখন অনায়াসলভ্য হয়ে যায়, তখন আমরা সেই মানুষটির প্রতি উদাসীন হয়ে যাই। তার অনুভূতি, তার ত্যাগ - সবকিছুকে হালকাভাবে নিতে শুরু করি। ফলস্বরূপ, সম্পর্কটা ধীরে ধীরে দুর্বল হয়ে পড়ে। জীবনে যা কিছু মূল্যবান, তা অর্জন করতে হলে চেষ্টা আর পরিশ্রম করতে হয়। অনায়াসলভ্য জিনিস হয়তো ক্ষণিকের আনন্দ দিতে পারে, কিন্তু দীর্ঘস্থায়ী সুখ বা সন্তুষ্টি এনে দিতে পারে না। তাই, যা সহজে পাওয়া যায়, তার প্রতি যত্নশীল হওয়া উচিত, এবং যা কঠিন, তার জন্য চেষ্টা করা উচিত। জীবনের এই সাধারণ সত্যটি উপলব্ধি করতে পারলেই, আমরা সুখী হতে পারব।
"
অনির্বাণ,"অনির্বাণ শিখার মতো তারুণ্যদীপ্ত হৃদয় নিয়ে রাতুল পথ চলছে। শহরের বুকে সরু গলির মধ্যে পুরোনো দিনের এক চায়ের দোকান তার খুব প্রিয়। সেখানে বসেই সে জীবনের নতুন মানে খুঁজে পায়। আজ আকাশ মেঘলা, বৃষ্টি নামার পূর্বাভাস, তবু চায়ের দোকানে ভিড় কম নয়। অনির্বাণ প্রদীপ যেমন অন্ধকারেও আলো দেয়, তেমনই এই চায়ের দোকান বহু মানুষের জীবনে সামান্য উষ্ণতা এনে দেয়। রাতুল দেখল, দূরে একটি ছেলে খালি পায়ে দাঁড়িয়ে আছে, সম্ভবত সে অসহায়। তার মনে হল, ছেলেটির হাতে একটি নতুন জামা তুলে দিলে কেমন হয়।

  অনির্বাণ ভালোবাসার টানে সে ছেলেটির কাছে এগিয়ে গেল। নিজের জমানো কিছু টাকা দিয়ে ছেলেটির জন্য জামা কিনে দিল সে। ছেলেটির মুখের হাসি যেন হাজার তারার আলো। রাতুল ভাবল, মানুষের জন্য কিছু করতে পারাই জীবনের সার্থকতা। এই অনুভূতি অনির্বাণ শিখার মতোই তার হৃদয়কে আলোকিত করে রেখেছে। হয়তো এভাবেই ছোট ছোট কাজ দিয়ে সে একদিন সমাজের বুকে পরিবর্তন আনবে।
"
অজ্ঞাতকুলশীল,"শব্দ: অজ্ঞাতকুলশীল

অজ্ঞাতকুলশীল রমেনকে প্রথম দেখায় কেউ বিশ্বাস করতে পারত না, এই মানুষটির জীবনে এত গল্প লুকিয়ে আছে। শান্ত, লাজুক স্বভাবের রমেন শহরের কোলাহল থেকে দূরে, গ্রামের এক প্রান্তে পুরনো একটি বাড়িতে বাস করত। তার অতীত সম্পর্কে গ্রামের কেউই কিছু জানত না। শোনা যেত, ছোটবেলায় এক যাযাবর দলের সাথে সে এখানে এসেছিল এবং দলটা চলে গেলে রমেন একাই থেকে যায়। গ্রামের দয়ালু মানুষজন তাকে আশ্রয় দেয়। রমেন ধীরে ধীরে বড় হয়, কিন্তু নিজের বংশ পরিচয় বা পরিবারের কথা কিছুই বলতে পারত না। তার মুখচোখে একটা চাপা কষ্ট সবসময় লেগে থাকত, যেন সে শিকড় ছেঁড়া কোনো গাছ। গ্রামের লোকেরা বলাবলি করত, হয়ত কোনো দুর্বিষহ স্মৃতি তাকে তাড়া করে ফেরে। রমেন অবশ্য সেসব কথায় কান দিত না, আপনমনে নিজের কাজ করে যেত। সে বাগান ভালোবাসত, তাই বাড়ির চারপাশে নানা ধরনের ফুল আর ফলের গাছ লাগিয়েছিল। তার হাতে তৈরি সবজি ও ফল ছিল দেখার মতো। আসলে, পরিচয়হীনতার কষ্ট সে প্রকৃতির মাঝেই ভুলতে চাইত, যেখানে তার কোনো নাম, কোনো পরিচয়, কোনো ইতিহাস ছিল না। হয়ত এটাই ছিল তার নিয়তি, এক অজ্ঞাতকুলশীল জীবন।
"
অধরৌষ্ঠ্য,"অধরৌষ্ঠ্য:

বসন্তের বিকেলে কৃষ্ণচূড়া গাছের নিচে দাঁড়িয়ে আছি, এমন সময় মৃদু বাতাস আমার চুলে আলতো করে ধাক্কা দিল। দূরে কোকিলের মিষ্টি ডাক মনটা শান্ত করে তুলল। হঠাৎ চোখ গেল একটি তরুণীর দিকে। তার পরনে হলুদ রঙের শাড়ি, কপালে ছোট একটা টিপ। স্নিগ্ধ মুখটিতে লেগে আছে একরাশ মুগ্ধতা। সবচেয়ে আকর্ষণীয় ছিল তার অধরৌষ্ঠ্য। ঈষৎ লালচে আভা লেগে থাকা সেই ঠোঁট যেন কথা বলতে চাইছে।

মনে হচ্ছিল, অধরৌষ্ঠ্যের প্রতিটি ভাঁজে লুকানো আছে কত না বলা গল্প। হয়তো সে তার প্রিয়জনের জন্য অপেক্ষা করছে, অথবা দেখছে প্রকৃতির অপরূপ সৌন্দর্য। তার অধরৌষ্ঠ্যের কোণে লেগে থাকা হালকা হাসি জানান দিচ্ছিল ভেতরের আনন্দ আর তৃপ্তির কথা। আমি আনমনে ভাবতে শুরু করলাম, এই হাসি কি কোনো বিশেষ মুহূর্তের প্রতিচ্ছবি, নাকি এটা তার স্বভাবের একটি অংশ?

আসলে, মানুষের অধরৌষ্ঠ্য তার ভেতরের অনেক কথা প্রকাশ করে দেয়। হাসি, কান্না, অভিমান - সবকিছুই যেন সেখানে স্পষ্ট হয়ে ওঠে। তরুণীর অধরৌষ্ঠ্যের দিকে তাকিয়ে আমি জীবনের এক নতুন মানে খুঁজে পেলাম। মনে হলো, প্রকৃতি আর মানুষের সৌন্দর্য একই সূত্রে গাঁথা, যা আমাদের প্রতিদিনের জীবনকে করে তোলে আরও বেশি সুন্দর ও তাৎপর্যপূর্ণ।
"
অনুপহৃত,"অনুপহৃত শব্দটিকে ব্যবহার করে একটি অনুচ্ছেদ নিচে দেওয়া হলো:

অনুপহৃত সৌন্দর্যের এক লীলাভূমি এই গ্রামটি। শহরের কোলাহল থেকে দূরে, প্রকৃতির শান্ত ও স্নিগ্ধ পরিবেশে এর অবস্থান। আঁকাবাঁকা মেঠো পথ ধরে হাঁটতে হাঁটতে মনে হয় যেন কোনো স্বপ্নরাজ্যে প্রবেশ করছি। দিগন্ত বিস্তৃত সবুজ ধানের ক্ষেত, তার মাঝে মাঝে মাথা উঁচু করে থাকা পাম গাছ, সব মিলিয়ে এক নয়নাভিরাম দৃশ্য। এখানকার মানুষজন সহজ সরল, তাদের মনে কোনো জটিলতা নেই। তারা অতিথিদের মন খুলে অভ্যর্থনা জানায়।

বর্ষাকালে এই গ্রামের রূপ আরও মোহময় হয়ে ওঠে। মেঘে ঢাকা আকাশ আর একটানা বৃষ্টির সুর মনকে শান্ত করে তোলে। নদীর ধারে বসে থাকলে প্রকৃতির অনুপম সৌন্দর্য যেন হৃদয় ছুঁয়ে যায়। দূষণ আর আধুনিকতার ছোঁয়া থেকে অনেক দূরে, এই গ্রাম যেন আজও তার সারল্য ধরে রেখেছে। প্রকৃতির এই অনুপহৃত দান যেন যুগ যুগ ধরে অক্ষুণ্ণ থাকে, সেটাই আমার একান্ত কামনা। আমি চাই, এই গ্রামের মানুষজন তাদের সংস্কৃতি আর ঐতিহ্যকে বাঁচিয়ে রাখুক, আর বাইরের दुनियाও এই স্থানটির সৌন্দর্য উপভোগ করুক।
"
অভিব্যঞ্জিত,"শব্দ: অভিব্যঞ্জিত

আলো ঝলমলে সকাল। শিশির ভেজা ঘাসের উপর সূর্যের আলো পড়তেই প্রকৃতি যেন এক নতুন রূপে অভিব্যঞ্জিত হলো। মনে হচ্ছিলো ভোরের বাতাস নিজের আনন্দে গান গাইছে, আর সেই গানের সুরে গাছের পাতাগুলোও হালকাভাবে কাঁপছে। দূরে নদীর পাড়ে কিছু জেলে নৌকা বাঁধা আছে, তাদের রঙিন পালগুলো বাতাসে দোল খাচ্ছে, যা এক স্বপ্নীল পরিবেশ সৃষ্টি করেছে। পাখির কলকাকলিতে চারপাশ মুখরিত, তারা যেন তাদের আগমনী বার্তা জানাচ্ছে। এই শান্ত ও স্নিগ্ধ পরিবেশে মনটা এক অনাবিল আনন্দে ভরে ওঠে। শহরের কোলাহল থেকে দূরে এই গ্রাম্য জীবন যেন শান্তি ও সৌন্দর্যের এক অপূর্ব সংমিশ্রণ। এখানে প্রতিটি জিনিস তার নিজস্ব রূপে অভিব্যঞ্জিত, কোনো কিছুই লুকানো নেই। সবকিছু যেন নিজের মতো করে কথা বলছে, যা হৃদয় দিয়ে অনুভব করতে হয়। প্রকৃতির এই রূপ দেখে মনে হয়, জীবন কত সুন্দর আর সহজ হতে পারে। এই সৌন্দর্য যেন আমার হৃদয়ে গেঁথে যায়, আর সবসময় আমাকে অনুপ্রাণিত করে।
"
অয়নাংশ,"অয়নাংশ

মহাকাশের রহস্য যুগে যুগে মানুষকে আকৃষ্ট করেছে। রাতের আকাশে তারাদের মিটমিট করে জ্বলা, গ্রহদের ধীরে ধীরে স্থান পরিবর্তন—এসব দেখে মানুষের মনে প্রশ্ন জেগেছে অসীম মহাবিশ্ব নিয়ে। প্রাচীনকালে মানুষ বিশ্বাস করত পৃথিবী স্থির এবং সূর্য ও অন্যান্য গ্রহ তার চারপাশে ঘোরে। এই বিশ্বাসের ওপর ভিত্তি করে তারা জ্যোতির্বিদ্যার চর্চা করত। তবে আধুনিক বিজ্ঞান প্রমাণ করেছে যে পৃথিবী সূর্যের চারপাশে ঘোরে এবং অন্যান্য গ্রহও নিজ নিজ কক্ষপথে সূর্যের চারিদিকে পরিক্রমণ করে। এই পরিক্রমণের কারণে বিভিন্ন সময়ে পৃথিবীর সাপেক্ষে সূর্য ও অন্যান্য গ্রহের অবস্থানের পরিবর্তন হয়। এই পরিবর্তনের ফলে ঋতু পরিবর্তন হয়, দিনরাত্রির দৈর্ঘ্য হ্রাস-বৃদ্ধি ঘটে। অয়নাংশ নামক একটি গুরুত্বপূর্ণ কোণের মাধ্যমে এই পরিবর্তনগুলি হিসাব করা হয়। অয়নাংশ হলো বিষুবরেখা এবং সূর্যের কেন্দ্রের মধ্যে কৌণিক দূরত্ব। সূর্যের বার্ষিক গতির কারণে অয়নাংশের পরিবর্তন ঘটে। এর ফলে উত্তর গোলার্ধে গ্রীষ্মকালে দিন বড় হয় এবং শীতকালে ছোট হয়। অয়নাংশের সঠিক পরিমাপ জ্যোতির্বিজ্ঞানীদের কাছে খুবই গুরুত্বপূর্ণ, কারণ এটি গ্রহ-নক্ষত্রের অবস্থান নির্ণয় এবং মহাকাশ সম্পর্কিত বিভিন্ন গবেষণায় সাহায্য করে। এছাড়াও, অয়নাংশের জ্ঞান ব্যবহার করে প্রাচীন নাবিকেরা দিক নির্ণয় করতেন এবং সমুদ্রপথে বাণিজ্য করতেন। তাই বলা যায়, অয়নাংশ শুধু একটি গাণিতিক ধারণা নয়, এটি আমাদের মহাবিশ্বকে বুঝতে এবং দৈনন্দিন জীবনে পথ চলতে সাহায্য করে।
"
অযাচিত,"অযাচিত শব্দটি ব্যবহার করে একটি অনুচ্ছেদ নিচে দেওয়া হলো:

বৃষ্টিটা আজ যেন একটু বেশিই বাড়াবাড়ি রকমের। গ্রীষ্মের দুপুরে হঠাৎ করেই আকাশ কালো করে নামলো। প্রথমে সামান্য কয়েক ফোঁটা, তারপর ঝমঝমিয়ে। এই সময়টাতে বৃষ্টির আগমন অনেকটা অপ্রত্যাশিত, বলা ভালো অযাচিত। কারণ, farmers দের এখন ফসল তোলার সময়, এরকম বৃষ্টিতে অনেক ক্ষতি হয়ে যেতে পারে।

আমি বারান্দায় বসে বৃষ্টি দেখছিলাম, এমন সময় কলিং বেলটা বেজে উঠলো। এই দুপুরে কে এলো? দরজা খুলে দেখি শুভ্র দাঁড়িয়ে, হাতে এক তোড়া রজনীগন্ধা। শুভ্র আমার অফিসের কলিগ, ভালো বন্ধুও। কিন্তু আজ এই ফুল নিয়ে তার আগমন আমার কাছে সম্পূর্ণ অযাচিত। আমি কিছু বলার আগেই শুভ্র হেসে বললো, ""জানি, এটা একদম অপ্রত্যাশিত, তবে ফুলগুলো নষ্ট হয়ে যাচ্ছিলো তাই নিয়ে এলাম।""

আমি হেসে তাকে ভেতরে ডেকে আনলাম। আসলে কিছু কিছু অযাচিত ঘটনা জীবনে নতুন রং নিয়ে আসে, যেমন আজকের এই বৃষ্টি ভেজা দুপুরে শুভ্রর আগমন। হয়ত এই অপ্রত্যাশিত মুহূর্তগুলোই জীবনের একঘেয়েমি দূর করে দেয়। বৃষ্টি চলতেই থাকলো, আর আমরা গল্পে মেতে উঠলাম।
"
অর্পয়িতা,"অর্পয়িতা, এক উজ্জ্বল তরুণী, সবসময় হাসিমুখে কথা বলে। তার চোখগুলোতে লেগে আছে স্বপ্ন আর সাহস। গ্রামের সবুজ মেঠো পথ ধরে যখন সে হেঁটে যায়, মনে হয় প্রকৃতিও তার রূপে মুগ্ধ। ছোটবেলা থেকেই অর্পয়িতার স্বপ্ন, সে শিক্ষিকা হবে। গ্রামের ছেলেমেয়েদের শিক্ষার আলোয় আলোকিত করবে। অর্পিতার বাবা ছিলেন একজন কৃষক, আর মা গৃহিণী। অভাবের সংসারে বড় হয়েও অর্পিতা কখনো দমে যায়নি। বরং প্রতিকূলতাকে জয় করার অদম্য স্পৃহা তার ভেতরে সবসময় কাজ করেছে।

অর্পিতা বরাবরই খুব মেধাবী ছাত্রী ছিল। গ্রামের স্কুল থেকে ভালো ফল করে সে শহরের কলেজে ভর্তি হয়। সেখানে নতুন পরিবেশে প্রথমে কিছুটা অসুবিধা হলেও, খুব দ্রুত সে সবকিছু মানিয়ে নেয়। অর্পিতা বুঝতে পারে, তার স্বপ্ন পূরণ করতে হলে আরও অনেক পরিশ্রম করতে হবে। তাই সে গভীর মনোযোগের সাথে পড়াশোনা চালিয়ে যায়। কলেজের শিক্ষক-শিক্ষিকারাও অর্পিতার আগ্রহ ও একাগ্রতা দেখে মুগ্ধ হন। তারা অর্পিতাকে নানাভাবে সাহায্য করেন এবং উৎসাহিত করেন। অর্পিতা যেন তার নামের মতোই, সবকিছু উজাড় করে দিতে প্রস্তুত - জ্ঞান অর্জনে, স্বপ্ন পূরণে।
"
অনুলেখ্য,"অনুচ্ছেদ:

প্রাচীন পুঁথির ধুলো ঝেড়ে ফেলতেই অনুলেখ্যগুলো চোখের সামনে ভেসে উঠলো। কত শত বছর আগের কথা, যখন হাতে লেখা পুঁথি ছিল জ্ঞানের একমাত্র আধার! অনুলেখ্যগুলো যেন সেই সময়ের নীরব সাক্ষী। প্রতিটি অক্ষর, প্রতিটি শব্দ যেন লেখকের মনের গভীর থেকে উঠে আসা অনুভূতিকে ধরে রেখেছে। প্রথম পাতায় একটা পাখির ছবি, হয়তোবা লেখকের কল্পনার আকাশ, যেখানে সে ইচ্ছেমতো উড়তে পারত। দ্বিতীয় পাতায় দেখলাম একটি নদীর বর্ণনা, কলমের আঁচড়ে আঁকা ঢেউগুলো যেন আজও বয়ে চলেছে। এরপরের অনুলেখ্যগুলোতে রাজ-রাজাদের কাহিনি, যুদ্ধ আর প্রেমের কবিতা। লেখকের হাতের ছোঁয়ায় ইতিহাস জীবন্ত হয়ে উঠেছে। ভাবতে অবাক লাগে, কত কষ্ট করে, কত সময় নিয়ে এই অনুলেখ্যগুলো তৈরি করা হয়েছিল। আজকের দিনে সবকিছু কত সহজ, দ্রুত টাইপ করা যায়, কিন্তু সেই সময়ের শিল্পীরা নিজেদের জীবন উৎসর্গ করেছিলেন জ্ঞানের আলো ছড়িয়ে দেওয়ার জন্য। অনুলেখ্যগুলো শুধু কিছু অক্ষরের সমষ্টি নয়, এগুলো কালের প্রতিচ্ছবি, যা আমাদের অতীত সম্পর্কে জানতে সাহায্য করে। এই অমূল্য সম্পদ রক্ষা করা আমাদের দায়িত্ব, যাতে ভবিষ্যৎ প্রজন্মও তাদের শিকড়কে জানতে পারে। প্রতিটি অনুলেখ্য যেন এক একটি খোলা জানালা, যা আমাদের ইতিহাসের গভীরে নিয়ে যায়।
"
অনাক্রমণীয়,"শব্দ: অনাক্রমণীয়

প্রাচীনকালে দুর্গগুলো ছিল একটি শহরের অনাক্রমণীয় প্রতীক। উঁচু প্রাচীর, গভীর পরিখা আর সশস্ত্র প্রহরীরা নিশ্চিত করত যেন কোনো শত্রু সহজে শহরে প্রবেশ করতে না পারে। দুর্গগুলোর ভেতরে থাকত সৈন্যদের ব্যারাক, অস্ত্রাগার, আর শাসকদের প্রাসাদ। দুর্গগুলিকে এমনভাবে তৈরি করা হত যাতে দীর্ঘ সময় ধরে অবরোধ সহ্য করতে পারে। খাদ্য ও পানীয়ের পর্যাপ্ত মজুদ রাখা হত, যাতে বাইরের সাহায্য আসা পর্যন্ত দুর্গের ভেতরের মানুষ জীবন ধারণ করতে পারে। অনেক দুর্গ আবার গোপন সুড়ঙ্গপথে শহরের সাথে যুক্ত থাকত, যা দিয়ে প্রয়োজনে রসদ আনা-নেওয়া করা যেত। দুর্গগুলো শুধুমাত্র সামরিক সুরক্ষাই দিত না, এটি ছিল ক্ষমতারও প্রতীক। প্রজাদের কাছে এটি ছিল নিরাপত্তার আশ্বাস, যা তাদের মনে সাহস জোগাত। সময়ের সাথে সাথে দুর্গের সামরিক গুরুত্ব কমে গেলেও, আজও তারা স্থাপত্যের অনবদ্য নিদর্শন হিসেবে স্বমহিমায় দাঁড়িয়ে আছে। এই অনাক্রমণীয় স্থাপত্যগুলো আমাদের স্মরণ করিয়ে দেয় অতীতের সেই সময়কে, যখন জীবন ছিল অনেক কঠিন আর নিরাপত্তাহীন।
"
অ্যালবাম,"অ্যালবাম

পুরোনো দিনের কথা মনে করিয়ে দেওয়ার জন্য আমার কাছে সবচেয়ে প্রিয় একটি জিনিস হলো আমার ঠাকুরমার বিয়ের অ্যাল­বামটি। অ্যাল­বামটি খুললেই যেন আমি অন্য এক সময়ে চলে যাই। সাদাকালো ছবিগুলোতে ঠাকুরমার সেই লাজুক হাসি, ঠাকুরদাদুর চোখেমুখে একরাশ মুগ্ধতা- সবকিছুই জীবন্ত হয়ে ওঠে। অ্যালবামের পাতা ওল্টালেই দেখতে পাই গায়ে হলুদের ছবি, যেখানে পাড়ার মহিলারা হলুদ শাড়ি পরে ঠাকুরমাকে হলুদ মাখাচ্ছে। পাশের পাতায় বিয়ের আসরের ছবি, যেখানে লাল বেনারসীতে ঠাকুরমাকে অপরূপ দেখাচ্ছে। অ্যালবামে শুধু ছবি নয়, প্রতিটি ছবির নিচে হাতে লেখা তারিখ আর ঘটনার ছোট করে বর্ণনা দেওয়া আছে। ঠাকুরমা নিজে যত্ন করে লিখে রেখেছেন কোন ছবিতে কে আছেন এবং সেই দিনের বিশেষত্ব কী ছিল। এই অ্যাল­বাম শুধু কিছু কাগজের সমষ্টি নয়, এটি আমার পরিবারের শিকড়ের প্রতিচ্ছবি। অ্যাল­বামটি দেখলে আমি অনুভব করি আমার পূর্বপুরুষদের জীবনযাত্রা, তাদের সংস্কৃতি এবং তাদের ভালোবাসার গভীরতা। মাঝে মাঝে ইচ্ছে করে সেই সময়টাতে ফিরে যেতে, তাঁদের সাথে কিছুটা সময় কাটাতে। এই অ্যাল­বাম আমার কাছে একটি অমূল্য সম্পদ, যা আমাকে আমার পরিবারের সঙ্গে জুড়ে রেখেছে। আমি আমার পরবর্তী প্রজন্মের জন্য এই অ্যাল­বামটি সযত্নে তুলে রাখতে চাই।
"
অগ্নিপ্রশমন,"অগ্নিপ্রশমন একটি গুরুত্বপূর্ণ এবং জীবন রক্ষাকারী ব্যবস্থা। গ্রীষ্মের দাবদাহে বা অন্য কোনো কারণে যখন কোনো অগ্নিকাণ্ডের ঘটনা ঘটে, তখন অগ্নিপ্রশমন কর্মীরা জীবনের ঝুঁকি নিয়ে দ্রুত ঘটনাস্থলে ছুটে যান। তাদের প্রধান লক্ষ্য থাকে আগুনের বিস্তার রোধ করে জানমালের ক্ষতি কমানো। অগ্নিপ্রশমন কর্মীদের বিশেষ পোশাকে সজ্জিত থাকতে দেখা যায়, যা তাদেরকে আগুনের তাপ থেকে রক্ষা করে। তারা অত্যাধুনিক সরঞ্জাম ব্যবহার করে আগুন নেভানোর চেষ্টা করেন, যার মধ্যে জলের কামান, ফোম এবং রাসায়নিক স্প্রে অন্যতম। অনেক সময়, আগুন লাগা ভবনের ভেতরে আটকে পড়া মানুষদের উদ্ধার করার জন্য তাদের সাহসী পদক্ষেপ নিতে হয়। অগ্নিপ্রশমন একটি অত্যন্ত চ্যালেঞ্জিং পেশা, যেখানে শারীরিক ও মানসিক দৃঢ়তার প্রয়োজন। এই কর্মীরা শুধু আগুন নেভান না, তারা অগ্নিকাণ্ডের কারণ অনুসন্ধান করে ভবিষ্যতে এমন ঘটনা এড়ানোর জন্য সচেতনতা মূলক প্রচার চালান। জনগণের মধ্যে সচেতনতা বৃদ্ধি পেলে অগ্নিকাণ্ডের সংখ্যা কমিয়ে আনা সম্ভব, আর তাতে অগ্নিপ্রশমন কর্মীদের ঝুঁকিও কমবে। তাই, আসুন আমরা সবাই মিলে অগ্নিপ্রশমন বিভাগের কাজে সহযোগিতা করি এবং জীবন ও সম্পদ রক্ষায় এগিয়ে আসি।
"
অখনন,"শব্দ: অখনন

অখনন যেন এক ধূসর জগৎ, যেখানে সবকিছু থমকে আছে। পুরোনো দিনের কথা অখনন মনে পড়লে বুকের ভেতরটা কেমন যেন ফাঁকা হয়ে যায়। গ্রামের পাশে বয়ে যাওয়া নদীটি ছিল আমাদের শৈশবের খেলার साथी। সেই নদীতে বন্ধুদের সাথে ঘণ্টার পর ঘণ্টা সাঁতার কাটা, ডুব দেওয়া - সেসব স্মৃতি এখন কেবলই অখনন। কালের স্রোতে নদীটি শীর্ণ হয়ে গেছে, আর আমাদের জীবনেও পড়েছে পরিবর্তনের ছোঁয়া। অখনন ভাবি, সেই দিনগুলো কি আর ফিরে আসবে? শহরের যান্ত্রিক জীবনে অভ্যস্ত হয়ে গেলেও গ্রামের সেই সবুজ মাঠ, পাখির কলরব আর মায়ের হাতের রান্না - এসব কিছুর জন্য মনটা অখনন ব্যাকুল হয়ে ওঠে। অখনন ইচ্ছে করে সবকিছু ছেড়েছুড়ে সেই শান্ত, স্নিগ্ধ পরিবেশে ফিরে যাই। কিন্তু বাস্তবতা বড় কঠিন, চাইলেই তো আর সবকিছু আগের মতো হয় না। তবুও অখনন আমি সেই সোনালী দিনগুলোর স্বপ্ন দেখি, অখনন আমি বিশ্বাস করি একদিন নিশ্চয়ই সব ঠিক হয়ে যাবে। অখনন শুধু সময়ের অপেক্ষা।
"
অনুপ্রাণনা,"অনুপ্রেরণা

অনুপ্রেরণা মানুষের জীবনে এক নতুন দিগন্ত উন্মোচন করে। এটি এমন একটি শক্তি, যা মানুষকে তার স্বপ্ন পূরণের পথে এগিয়ে যেতে সাহায্য করে। আমার জীবনে অনুপ্রেরণা এসেছিল আমার মায়ের কাছ থেকে। তিনি সবসময় আমাকে বলতেন, জীবনে বড় হতে গেলে অনেক বাধা আসবে, কিন্তু কখনও হাল ছাড়া যাবে না। মায়ের সেই কথাগুলো আমাকে সবসময় অনুপ্রাণিত করে। যখন আমি কোনো কঠিন পরিস্থিতিতে পড়ি, তখন মায়ের মুখটি আমার মনে ভেসে ওঠে এবং আমি নতুন উদ্যমে কাজ শুরু করি।

আমার মনে আছে, একবার আমি পরীক্ষায় খুব খারাপ ফল করেছিলাম। আমি এতটাই ভেঙে পড়েছিলাম যে, ভেবেছিলাম আর পড়াশোনা করব না। তখন মা আমাকে অনুপ্রেরণা জুগিয়েছিলেন। তিনি আমাকে বুঝিয়েছিলেন যে, একটি খারাপ ফলই জীবনের শেষ নয়। তিনি আমাকে নতুন করে পড়াশোনা শুরু করতে উৎসাহিত করেছিলেন এবং আমার পাশে থেকে সবসময় সাহায্য করেছিলেন। মায়ের অনুপ্রেরণায় আমি আবার পড়াশোনা শুরু করি এবং ভালো ফল করি।

অনুপ্রেরণা শুধু নিজের মধ্যে সীমাবদ্ধ থাকে না, এটি অন্যদের মাঝেও ছড়িয়ে দেওয়া যায়। আমি চেষ্টা করি আমার আশেপাশের মানুষদের অনুপ্রাণিত করতে, তাদের স্বপ্ন পূরণে সাহায্য করতে। কারণ আমি বিশ্বাস করি, সম্মিলিত প্রচেষ্টায় আমরা সবাই জীবনে সফল হতে পারি। জীবনে চলার পথে অনুপ্রেরণা একটি গুরুত্বপূর্ণ ভূমিকা পালন করে, যা আমাদের সবসময় সামনের দিকে এগিয়ে যেতে সাহায্য করে। এই অনুপ্রেরণাই একদিন সাফল্যের শিখরে পৌঁছে দেয়।
"
অমিতভাষিণী,"শব্দ: অমিতভাষিণী

বর্ষার বিকেলে বারান্দায় বসে পুরোনো দিনের কথা মনে পড়ছিল। ঠিক তখনই আমার নজরে পড়লো পাশের বাড়ির নতুন ভাড়াটে সুলেখা মাসিকে। প্রথম দেখাতেই মনে হয়েছিল, মানুষটা যেন এক নীরব প্রতিচ্ছবি। এমনকি কয়েকদিন পেরিয়ে গেলেও আমি তার মুখে একটিও কথা শুনিনি। সবাই বলে, সুলেখা মাসি একজন অমিতভাষিণী নারী। তিনি খুব কম কথা বলেন, হয়তো বা নিজের জগৎ নিয়েই বেশি ব্যস্ত থাকেন। প্রথমে কৌতুহল হলেও পরে বুঝলাম, মানুষটা হয়তো ইচ্ছাকৃত ভাবেই নিজেকে গুটিয়ে রেখেছেন। তার চোখেমুখে একটা চাপা বিষাদের ছায়া লেগে আছে। একদিন সাহস করে তার সাথে কথা বলতে গিয়েছিলাম। প্রথমে ইতস্তত বোধ করলেও, ধীরে ধীরে তিনি মুখ খুললেন। জানতে পারলাম, অনেক বছর আগে এক দুর্ঘটনায় তিনি তার স্বামী ও সন্তানকে হারিয়েছেন। সেই শোক আজও তাকে তাড়া করে ফেরে। এরপর থেকে সুলেখা মাসি কথা বলা প্রায় ছেড়েই দিয়েছেন। তবে এখন, ধীরে ধীরে তিনি স্বাভাবিক জীবনে ফেরার চেষ্টা করছেন। আমি বিশ্বাস করি, একদিন তিনি নিশ্চয়ই এই শোক কাটিয়ে উঠতে পারবেন এবং আবারও প্রাণ খুলে হাসবেন।
"
