word,paragraph
অব্যাবহারিক,"শব্দ: অব্যাবহারিক

আমার দাদুর একটি পুরনো দিনের রেডিও ছিল, সেটি তিনি খুব যত্ন করে রাখতেন। দেখতে সেকেলে হলেও, যন্ত্রটি ছিল তার জীবনের অবিচ্ছেদ্য অংশ। দাদু বলতেন, এই রেডিওর সঙ্গেই তিনি জীবনের অনেক গুরুত্বপূর্ণ খবর শুনেছেন। তবে আমার কাছে রেডিওটি ছিল নিতান্তই এক অব্যাবহারিক বস্তু। আজকের ডিজিটাল যুগে যেখানে মুঠোফোনেই সবকিছু হাতের মুঠোয়, সেখানে এই অ্যানালগ যন্ত্রটির কদর আমার কাছে তেমন ছিল না। আমি ভাবতাম, কেন দাদু এখনো এই অচল জিনিসটি আঁকড়ে ধরে আছেন। আমার কাছে এটা ছিল একটা বোঝা, স্থান দখল করে থাকা অপ্রয়োজনীয় একটা জিনিস। আমি প্রায়ই দাদুকে বলতাম, ""এটা সরিয়ে ফেলো, দাদু। এটা তো এখন আর কোনো কাজে লাগে না।"" দাদু মৃদু হেসে বলতেন, ""একদিন বুঝবি, সব ব্যবহারিক জিনিসই জীবনের একমাত্র প্রয়োজন নয়।"" প্রথমে কথাটি বুঝতে পারিনি, তবে এখন উপলব্ধি করি, যন্ত্রটির সঙ্গে জড়িয়ে ছিল দাদুর স্মৃতি, আবেগ এবং ফেলে আসা দিনের প্রতিচ্ছবি। হয়তো সেই কারণেই আপাতদৃষ্টিতে অব্যাবহারিক হলেও, রেডিওটি দাদুর কাছে ছিল অমূল্য। এখন আমি বুঝি, সবকিছুর ব্যবহারিক মূল্য না থাকলেও, কিছু জিনিসের আবেগিক মূল্য অনেক বেশি।
"
অনশনক্লান্ত,"অনশনক্লান্ত শরীরে বিছানায় এলিয়ে পড়ল শফিক। গত তিন দিন ধরে চলা অনশনে তার শরীর দুর্বল হয়ে গেছে, প্রতিটা অঙ্গ যেন বিদ্রোহ ঘোষণা করেছে। পেটের ভেতরটা জ্বলছে, কিন্তু খাবার কাছে টানার মতো শক্তিটুকুও তার নেই। চোখের সামনে ভেসে উঠছে মায়ের মলিন মুখ, ছোট বোনের ক্ষুধার্ত চাহনি। তাদের মুখের গ্রাস কেড়ে নিয়েই তো আজ সে এই পথে নামতে বাধ্য হয়েছে।

শহরের প্রভাবশালী ব্যবসায়ীর দুর্নীতি আর অত্যাচারের বিরুদ্ধে তার এই প্রতিবাদ। দিনের পর দিন শ্রমিকদের ঠকিয়ে, তাদের প্রাপ্য অধিকার থেকে বঞ্চিত করে লোকটি ফুলেফেঁপে উঠেছে। শফিক জানে, তার এই অনশন হয়তো ক্ষমতার ভিত নাড়িয়ে দিতে পারবে না, কিন্তু সে অন্তত চেষ্টাটুকু করতে চায়।

ঘরের সিলিংয়ের দিকে তাকিয়ে শফিক একটা দীর্ঘশ্বাস ফেলল। অনশনক্লান্ত শরীর আর দুর্বল মন নিয়ে সে কতক্ষণ লড়তে পারবে, তা জানা নেই। কিন্তু তার বিশ্বাস, একদিন না একদিন এই অত্যাচারের অবসান হবেই। হয়তো সেদিন সে আর বেঁচে থাকবে না, কিন্তু তার এই ক্ষুদ্র প্রতিবাদ অন্যদের মনে সাহস যোগাবে। নতুন করে বাঁচার স্বপ্ন দেখাবে। অনশনক্লান্ত শরীর নিয়ে এইটুকুই তার সান্ত্বনা।
"
অনর্থক,"অনর্থক

বৃষ্টিটা আজ যেন কিছুতেই থামবে না। সকাল থেকে শুরু হয়েছে তো হয়েই আছে। মেঘলা আকাশ আর একটানা বৃষ্টির শব্দে মনটা কেমন যেন বিষণ্ণ হয়ে আছে। বারান্দার চেয়ারে বসে আনমনে চা খাচ্ছিলাম, আর ভাবছিলাম এই অলস দিনটার কথা। মনে হচ্ছিল, দিনটা যেন অনর্থক সময় নষ্ট করার এক অজুহাত। অথচ কত কাজ জমে আছে, কত বই পড়া বাকি।

আসলে, আমরা অনেক সময় অনর্থক কিছু বিষয় নিয়ে নিজেদের ব্যস্ত রাখি। দিনের পর দিন এমন সব কাজে সময় দেই যেগুলোর কোনো বাস্তব ভিত্তি নেই, কোনো ভবিষ্যৎ নেই। এই যেমন ধরো, ঘণ্টার পর ঘণ্টা সোশ্যাল মিডিয়ায় স্ক্রল করা, বন্ধুদের সাথে অনর্থক গল্প করা, কিংবা এমন সিনেমা দেখা যা মনের উপর কোনো প্রভাব ফেলে না।

জীবনটা তো একটাই। তাই প্রতিটি মুহূর্তকে কাজে লাগানো উচিত। যে কাজগুলো আমাদের জীবনে আনন্দ দেয়, নতুন কিছু শেখায়, অথবা অন্যের উপকারে লাগে, সেগুলোর প্রতি মনোযোগ দেওয়া উচিত। অনর্থক সময় নষ্ট না করে বরং সেই সময়টা নিজের স্বপ্ন পূরণের জন্য কাজে লাগানো যেতে পারে। হয়তো একটা নতুন ভাষা শেখা যেতে পারে, ছবি আঁকা শিখতে পারো, কিংবা লিখতে পারো একটি নতুন গল্প। জীবনকে অর্থবহ করে তোলাই তো আসল কাজ, তাই না?

বৃষ্টি চলতেই থাকল, আর আমি নতুন উদ্যমে নিজের কাজগুলো শুরু করার সংকল্প নিলাম। অনর্থক সময় কাটানোর দিন শেষ, এবার নিজেকে প্রমাণ করার পালা।
"
অচিকীর্ষু,"শব্দ: অচিকীর্ষু

অচিকীর্ষু মন নিয়ে আজ প্রভাতের আলো এসে পড়েছে আমার বারান্দায়। শীতের মিঠে রোদ শরীরে লাগতেই একটা আলস্য ঘিরে ধরলো। সাধারণত এই সময়ে আমার দিন শুরু হয় কর্মব্যস্ততায়, কিন্তু আজ কোনো কাজ করার ইচ্ছাই নেই। কেমন যেন একটা অচিকীর্ষু ভাব আমাকে গ্রাস করেছে, মনে হচ্ছে সব কিছু থেকে দূরে গিয়ে চুপ করে বসে থাকি। গত কয়েকদিনের ধকল হয়তো এর কারণ, অথবা হতে পারে এই অলস সকালটাই এর জন্য দায়ী। বারান্দার টবে থাকা গাছগুলোর দিকে তাকিয়ে আছি, তারাও যেন অলস ভঙ্গিতে মাথা ঝুঁকিয়ে রয়েছে। দূরের আকাশটা মেঘে ঢাকা, সূর্যের তেজ নেই, সব মিলিয়ে একটা মেঘলাটে পরিবেশ। এই পরিস্থিতিতে কোনো নতুন কাজ শুরু করার উদ্যম অনুভব করা কঠিন। বরং ইচ্ছা করছে, একটা বই নিয়ে কম্বলের তলায় নিজেকে মুড়ে ফেলি, আর বাইরের এই শান্ত, অচিকীর্ষু প্রকৃতির সাথে মিশে যাই। আজ না হয় থাক সব কাজ, আজ শুধু বিশ্রাম আর নিজের সাথে একটু সময় কাটানো। এই অলসতা হয়তো নতুন করে উদ্যম যোগাবে আগামী দিনের জন্য।
"
অতুল,"অতুল নামের ছেলেটি আর পাঁচটা সাধারণ মানুষের মতোই ছিল, কিন্তু তার ভেতরের শিল্পীসত্ত্বা তাকে অন্যদের থেকে আলাদা করে তুলেছিল। ছোটবেলা থেকেই ছবি আঁকার প্রতি তার ছিল এক অদম্য আকর্ষণ। তুলি আর রং তার কাছে ছিল খেলার সাথী। অতুল ঘণ্টার পর ঘণ্টা ছবি আঁকতে পারতো, বাইরের জগতের কোনো খবরই যেন তার কাছে পৌঁছাতো না। তার আঁকা ছবিগুলোতে ফুটে উঠতো প্রকৃতির রূপ, মানুষের জীবনের গল্প, আর কল্পনার জগৎ।

অতুলের বাবা-মা চেয়েছিলেন সে ডাক্তার বা ইঞ্জিনিয়ার হোক। তাদের ধারণা ছিল, শিল্পী হিসেবে জীবনযাপন করা কঠিন। কিন্তু অতু্ল ছিল নিজের স্বপ্নের প্রতি অবিচল। সে জানতো, ছবি আঁকা শুধু তার শখ নয়, এটাই তার জীবনের উদ্দেশ্য। তাই পরিবারের অমত সত্ত্বেও, সে চারুকলায় ভর্তি হয়।

অতুলের শিক্ষক তাকে উৎসাহ দিতেন এবং বলতেন, ""তোমার প্রতিভা অতুলনীয়, তুমি একদিন অনেক বড় শিল্পী হবে।"" শিক্ষকের কথাগুলো তাকে আরও অনুপ্রাণিত করতো। ধীরে ধীরে অতুল তার কাজের মাধ্যমে নিজের পরিচিতি তৈরি করতে শুরু করে।

অতুল বুঝতে পারছিল, খ্যাতি হয়তো একদিন আসবে, তবে তার কাছে শিল্পের সাধনাই আসল। ছবি আঁকার সময় সে এক অন্য জগতে হারিয়ে যায়, যেখানে সে শুধু একজন শিল্পী, একজন স্রষ্টা। তার সৃষ্টিগুলো যেন তার নিজের আত্মারই প্রতিচ্ছবি।
"
অপ্রিয়ভাষণ,"অপ্রিয়ভাষণ

অপ্রিয়ভাষণ একটি বিষাক্ত তীর, যা সম্পর্কের বাঁধন দুর্বল করে দেয়। সমাজে এমন কিছু মানুষ থাকেন, যারা কোনো প্রকার দ্বিধা ছাড়াই অপ্রিয় কথা বলে ফেলেন, তাদের মধ্যে সত্য বলার সাহস থাকতে পারে, কিন্তু সেই সত্য যদি হয় রুঢ় এবং আঘাত করার উদ্দেশ্যে বলা, তবে তা অবশ্যই পরিত্যাজ্য। আমার প্রতিবেশী রেহানা বেগমকে সবাই এড়িয়ে চলেন, কারণ তিনি সুযোগ পেলেই লোকের ভুল ধরে কটু কথা শোনাতে ছাড়েন না। তার এই অপ্রিয়ভাষণ স্বভাবের কারণে আত্মীয়-স্বজনেরাও তার থেকে দূরত্ব বজায় রাখে। একদিন রেহানা বেগম তার নাতনির সাথে আমার বাসায় এসেছিলেন, নাতনিটি ছবি আঁকছিল, রেহানা বেগম নাতনির আঁকা ছবি দেখে বললেন, ""এটা কি এঁকেছিস? একদম হয়নি তো!"" ছোট বাচ্চাটির মুখ তৎক্ষণাৎ মলিন হয়ে গেল। অপ্রিয়ভাষণ শুধু যে অন্যের মনে কষ্ট দেয় তাই নয়, এটি বক্তার নিজের ব্যক্তিত্বকেও ছোট করে তোলে। আমাদের মনে রাখতে হবে, সত্য সবসময় সুন্দর করে উপস্থাপন করা যায়। অপ্রিয় কথা বলার আগে একবার ভাবা উচিত, আমার কথাগুলো কিভাবে অন্যের মনে প্রভাব ফেলবে। শুধুমাত্র সত্য বলার দোহাই দিয়ে অপ্রিয়ভাষণ চালিয়ে যাওয়া কখনোই উচিত নয়। বরং,Words are like weapons; if you don't know how to use them, you can hurt yourself. পরিস্থিতি বিবেচনা করে সঠিক শব্দ চয়ন করাই বুদ্ধিমানের কাজ।
"
অ্যানাউন্সার,"শব্দ: অ্যানাউন্সার

অনুচ্ছেদ:

বৃষ্টিস্নাত সন্ধ্যায় হলঘরের বাইরে দাঁড়িয়ে আমি। ভেতরে তখন উৎসবের আমেজ। আজ আমার বোনের গানের অনুষ্ঠান। বুকের ভেতর চাপা উত্তেজনা, এই প্রথম এত বড় মঞ্চে সে গান গাইবে। হঠাৎ অ্যানাউন্সারের গমগমে কণ্ঠ ভেসে এল, “দৃষ্টি আকর্ষণ! দৃষ্টি আকর্ষণ! আর কিছুক্ষণের মধ্যেই শুরু হতে যাচ্ছে সুরের মূর্ছনা।” তার কথাগুলো যেন হৃদয়ে ধাক্কা দিল। আমি তাড়াতাড়ি ভেতরে ঢুকে প্রথম সারিতে গিয়ে বসলাম। অ্যানাউন্সার মঞ্চে এসে অনুষ্ঠানের নিয়মাবলী বুঝিয়ে দিলেন। তার বাচনভঙ্গি এতটাই সুন্দর যে মুগ্ধ হয়ে সবাই শুনছিল। তিনি শিল্পীদের নাম ঘোষণা করছিলেন, তাদের সম্পর্কে দু-চার কথা বলছিলেন। বোনের নাম ডাকার আগে অ্যানাউন্সার তার সংগীতচর্চার ইতিহাস তুলে ধরলেন, যা শুনে আমি গর্বে ভরে উঠলাম। বোনের সুন্দর গানের পর অ্যানাউন্সার তাকে ফুলের তোড়া দিয়ে শুভেচ্ছা জানালেন। সব মিলিয়ে, সেই সন্ধ্যায় অ্যানাউন্সার তার প্রাণবন্ত উপস্থাপনার মাধ্যমে অনুষ্ঠানটিকে আরও আকর্ষণীয় করে তুলেছিলেন। তার কথা ও উপস্থিত বুদ্ধিমত্তার জোরে অনুষ্ঠানটি সফল হয়েছিল। সত্যিই, একজন দক্ষ অ্যানাউন্সার যেকোনো অনুষ্ঠানের প্রাণ হতে পারে।
"
অধোগতি,"শব্দ: অধোগতি

 human: গ্রীষ্মের দাবদাহে শহরের জীবন যখন ওষ্ঠাগত, ঠিক তখনই গ্রামের দিকে মন টানে। কিন্তু গ্রামের চিত্রটা এখন ভিন্ন। কালের স্রোতে সেখানেও লেগেছে পরিবর্তনের ছোঁয়া, তবে তা উন্নয়নের নয়, বরং অধোগতির। আগে যেখানে সবুজ ফসলের মাঠ glow করত, সেখানে এখন কংক্রিটের জঙ্গল বাড়ছে। কৃষিকাজ থেকে মুখ ফিরিয়ে যুবকেরা ছুটছে শহরের দিকে, ফলে জমিগুলো থাকছে পতিত। শিক্ষাব্যবস্থার মান তলানিতে ঠেকায় ছেলে-মেয়েরা অল্প বয়সেই পড়ালেখা ছেড়ে দিচ্ছে। অভাবের তাড়নায় বাড়ছে বাল্যবিবাহ, যা তাদের জীবনকে ঠেলে দিচ্ছে আরও গভীর সংকটে। এক সময়ের সমৃদ্ধশালী গ্রামগুলো আজ দারিদ্র্য আর হতাশায় নিমজ্জিত। পঞ্চায়েতগুলোর দুর্নীতি আর স্বজনপোষণ গ্রামের এই অধোগতির অন্যতম কারণ। গ্রামের মানুষগুলো যেন অসহায় দর্শক, তারা তাকিয়ে দেখছে তাদের সোনালী দিনের স্মৃতিগুলো কীভাবে ধীরে ধীরে মুছে যাচ্ছে। এই পরিস্থিতিতে জরুরি পদক্ষেপ না নিলে গ্রামগুলোর ভবিষ্যৎ অন্ধকার, আর এর প্রভাব পড়বে আমাদের সমাজ ও অর্থনীতির ওপর। তাই সম্মিলিত প্রচেষ্টায় এই অধোগতি রোধ করে উন্নয়নের পথে ফিরিয়ে আনাই এখন প্রধান লক্ষ্য হওয়া উচিত।
"
অধ্যারোহী,"শব্দ: অধ্যারোহী

অনুচ্ছেদ:

অধ্যারোহী পদ্ধতি অনুসরণ করে বিজ্ঞান এগিয়ে চলে ধীরে ধীরে, কিন্তু নিশ্চিতভাবে। একটি ছোট ঘটনা থেকে শুরু করে একটি বৃহত্তর সিদ্ধান্তে পৌঁছানো- এটাই হল এই পদ্ধতির মূল কথা। ধরা যাক, একটি ছেলে প্রথমবার একটি লাল আপেল খেয়ে দেখল সেটি মিষ্টি। এরপর সে আরও কয়েকটি লাল আপেল খেল এবং দেখল সেগুলোও মিষ্টি। এই পর্যবেক্ষণ থেকে সে একটা সাধারণ ধারণা তৈরি করলো যে, লাল আপেল সাধারণত মিষ্টি হয়। এটি একটি সাধারণ উদাহরণ, যেখানে একটি বিশেষ পর্যবেক্ষণ থেকে একটি সার্বিক সিদ্ধান্তে আসা হয়েছে। বিজ্ঞানীরাও ঠিক এই পথেই হাঁটেন। তাঁরা প্রথমে বিভিন্ন পরীক্ষা-নিরীক্ষা করেন, তথ্য সংগ্রহ করেন, এবং সেই তথ্যের ওপর ভিত্তি করে একটি তত্ত্ব তৈরি করেন। এই তত্ত্ব প্রথমে একটি অনুমান বা হাইপোথিসিস হিসেবে শুরু হয়, কিন্তু বারবার পরীক্ষা-নিরীক্ষার মাধ্যমে প্রমাণিত হলে সেটি একটি প্রতিষ্ঠিত বৈজ্ঞানিক সত্য হিসেবে গণ্য হয়। অধ্যারোহী পদ্ধতির দুর্বলতা হল, সবসময় নিশ্চিত হওয়া যায় না যে সংগৃহীত তথ্য সম্পূর্ণ। হয়তো এমন কোনো লাল আপেল আছে যা টক, কিন্তু সেটি আমাদের নজরে আসেনি। তাই বিজ্ঞানীরা সবসময় তাঁদের তত্ত্বকে আরও নিখুঁত করার চেষ্টা করেন, নতুন তথ্যের আলোকে সেগুলোকে যাচাই করেন। এই পদ্ধতি প্রমাণ করে, সামান্য পর্যবেক্ষণও জ্ঞানের বিশাল দিগন্ত উন্মোচন করতে পারে। প্রকৃতির রহস্য উন্মোচনে অধ্যারোহী পদ্ধতি তাই এক শক্তিশালী হাতিয়ার।
"
অপ্রচলিত,"শব্দ: অপ্রচলিত

গ্রামের পাশ দিয়ে বয়ে যাওয়া শীর্ণ নদীটি একসময় ছিল এই অঞ্চলের মানুষের জীবনরেখা। সেই সময় মানুষ যাতায়াতের জন্য ব্যবহার করত বিভিন্ন ধরনের নৌকা। পালতোলা নৌকা, ডিঙি নৌকা ছিল খুব পরিচিত দৃশ্য। কালের স্রোতে অনেক কিছুই হারিয়ে যায়, তেমনই হারিয়ে গেছে সেই নৌকার ব্যবহার। এখন আর তেমন চোখে পড়ে না। ইঞ্জিনচালিত নৌকার দাপটে পালতোলা নৌকাগুলো প্রায় অপ্রচলিত হয়ে গেছে। আগের মতো জেলেরা আর নদীতে মাছ ধরতে আসে না, কারণ মাছও কমে গেছে অনেক। মাঝে মাঝে দু-একজন মাঝিকে দেখা যায় পুরনো দিনের সেই নৌকা মেরামত করতে। দেখলে মনে হয়, তারা যেন স্মৃতি আঁকড়ে ধরে বাঁচার চেষ্টা করছে। হয়তো তাদের কাছে এই নৌকা শুধু কাঠ আর পালের সমষ্টি নয়, এটি তাদের জীবনের প্রতিচ্ছবি। কিন্তু বাস্তবতা হলো, আধুনিকতার ছোঁয়ায় অপ্রচলিত এই নৌকাগুলো এখন কেবলই স্মৃতি। এদের হয়তো ঠাঁই হবে কোনোlocal history জাদুঘরে, যেখানে মানুষ দেখবে আর ভাববে, একসময় এই নৌকাগুলোই ছিল যোগাযোগের প্রধান মাধ্যম।
"
অন্তর্দর্শন,"অন্তর্দর্শন

ক্লান্ত শরীর আর অবসন্ন মন নিয়ে বারান্দার চেয়ারটিতে এসে বসলাম। দিনের আলো ফিকে হয়ে আসা আকাশটা কেমন যেন মায়াবী দেখাচ্ছে। শহরের কোলাহল ছাপিয়ে মাঝে মাঝে দু-একটা পাখির ডাক কানে আসছে। এই সময়টা আমার খুব প্রিয়। দিনের শেষে এই নীরবতা যেন একান্তে নিজেকে ফিরে দেখার সুযোগ করে দেয়। আজ অফিসের কাজের চাপ একটু বেশিই ছিল। বসের কড়া কথাগুলো এখনও কানে বাজছে। কেন যেন কিছুতেই নিজের সেরাটা দিতে পারছি না। এই ব্যর্থতাগুলো আমাকে কুঁড়ে কুঁড়ে খাচ্ছে।

আসলে, মাঝে মাঝে নিজের ভেতরের দিকে তাকানো প্রয়োজন। এই অন্তর্দর্শন আমাদের দুর্বলতাগুলো ধরিয়ে দেয়, যা সাফল্যের পথে অন্তরায় হয়ে দাঁড়ায়। নিজের ভুলগুলো স্বীকার করে ভবিষ্যতের জন্য নতুন করে পরিকল্পনা করতে হবে। শুধু অভিযোগ না করে, সমস্যাগুলো সমাধানের চেষ্টা করা উচিত। নিজের সীমাবদ্ধতাগুলো জেনে সেগুলোকে অতিক্রম করার সাহস রাখতে হয়। আমি জানি, আমার মধ্যে অনেক সম্ভাবনা আছে, শুধু সেগুলোকে খুঁজে বের করতে হবে। গভীর আত্মানুসন্ধানের মাধ্যমে আমি নিজেকে নতুন করে আবিষ্কার করতে চাই।

নিজেকে সময় দেওয়া, নিজের চিন্তাগুলোকে মূল্যায়ন করা এবং নিজের ভুলগুলো থেকে শিক্ষা নেওয়ার এই প্রক্রিয়াতেই লুকিয়ে আছে উন্নতির চাবিকাঠি।
"
অনুভূতিহীন,"অনুভূতিহীন

 Re১. জীবনের সবচেয়ে কঠিন মুহূর্তগুলো আসে যখন কাছের মানুষগুলো অনুভূতিহীন হয়ে যায়। ২. শুভ্র তার বাবার অসুস্থতার খবর শুনে পাথর হয়ে গেল, যেন তার ভেতরের সব অনুভূতি মরে গেছে। ৩. ডাক্তার যখন জানালেন, তাঁর বাবার ক্যান্সার হয়েছে, শুভ্র অনুভূতিহীন দৃষ্টিতে তাকিয়ে রইল, কোনো কথা বলতে পারলো না। ৪. এমন একটা কঠিন সময়ে বাবার পাশে তার মায়েরও ভেঙে পড়ার কথা, কিন্তু তাকে দেখে মনে হচ্ছিল এই খবরটা যেন তার কাছে কিছুই না, তিনি অনুভূতিহীন। ৫. শুভ্র বুঝতে পারছিল না, কী করবে বা কী বলবে। ৬. তাদের পরিবারে এমন একটা সময় আগে কখনো আসেনি। ৭. ছোটবেলার একটা দুর্ঘটনায় শুভ্রর দাদু অনুভূতিহীন হয়ে গিয়েছিলেন, সেই স্মৃতিটা তার মনে ভীড় করতে লাগলো। ৮. শুভ্র ভাবলো, অনুভূতিহীন হয়ে থাকলে তো চলবে না, তাকে বাবা-মায়ের অবলম্বন হতে হবে। ৯. ধীরে ধীরে, সে তার ভেতরের ভয় আর দুর্বলতা কাটিয়ে বাবার সেবায় মন দিল, মায়ের পাশে দাঁড়ালো। ১০. হয়তো এই অনুভূতিহীনতার পর্দা সরিয়েই জীবনের আসল মানে খুঁজে পাওয়া যায়, যেখানে দায়িত্ব আর ভালোবাসার এক নতুন সুর বাজে।
"
অন্যায়যুদ্ধ,"অন্যায়যুদ্ধ

অন্যায়যুদ্ধ মানব ইতিহাসে এক কলঙ্কজনক অধ্যায়। এর বিষাক্ত ছোবলে ক্ষতবিক্ষত হয়েছে মানবতা, হারিয়েছে অজস্র প্রাণ। কোনো একটি দেশের ক্ষমতার লোভ, সাম্রাজ্য বিস্তারের আকাঙ্ক্ষা অথবা আধিপত্য ধরে রাখার অসুস্থ মানসিকতা থেকে জন্ম নেয় এই অন্যায়যুদ্ধ। এই যুদ্ধে সাধারণ মানুষ সবচেয়ে বেশি ক্ষতিগ্রস্ত হয়, যাদের কোনো রাজনৈতিক অভিসন্ধি থাকে না। অন্যায়যুদ্ধে শিশুদের ভবিষ্যৎ অন্ধকারে ডুবে যায়, নারীরা হয় লাঞ্ছিত ও ধর্ষিত, বৃদ্ধরা হারায় তাদের শেষ আশ্রয়টুকু। ঘরবাড়ি, শিক্ষা প্রতিষ্ঠান, হাসপাতাল— সবকিছু পরিণত হয় ধ্বংসস্তূপে। 

যুদ্ধাপরাধীরা মানবতার শত্রু, তাদের বিচার হওয়া উচিত। অন্যায়যুদ্ধ শুধু একটি দেশের সীমানায় সীমাবদ্ধ থাকে না, এটি ছড়িয়ে পরে পুরো বিশ্বে। অর্থনৈতিক সংকট, খাদ্য সংকট, পরিবেশ দূষণ— সবকিছু মিলিয়ে মানবজীবন দুর্বিষহ হয়ে ওঠে। তাই, বিশ্ব শান্তি প্রতিষ্ঠার জন্য আমাদের সকলকে ঐক্যবদ্ধভাবে অন্যায়যুদ্ধের বিরুদ্ধে রুখে দাঁড়াতে হবে। প্রতিটি মানুষের জীবনে শান্তি ও নিরাপত্তা নিশ্চিত করাই হোক আমাদের অঙ্গীকার। ভবিষ্যৎ প্রজন্মের জন্য একটি সুন্দর পৃথিবী গড়ে তুলতে, যুদ্ধের বিভীষিকা থেকে তাদের রক্ষা করতে, এর কোনো বিকল্প নেই।
"
অন্বেষ্য,"শব্দ: অন্বেষ্য

রহস্যময় এক দ্বীপের কথা লোকমুখে শোনা যায়, যেখানে লুকানো আছে বহু প্রাচীন গুপ্তধন - এমনই এক 'অন্বেষ্য'র সন্ধানে বেরিয়ে পড়েছিলাম আমি। ছোটবেলা থেকেই অ্যাডভেঞ্চারের প্রতি আমার দুর্বলতা, আর তাই পুরোনো ম্যাপ আর কিছু কিংবদন্তী সঙ্গী করে যাত্রা শুরু করি। উত্তাল সমুদ্র আর দুর্গম পাহাড় পেরিয়ে যখন সেই দ্বীপে পৌঁছলাম, চারপাশের নিস্তব্ধতা যেন একটা ভয়ের আবহ তৈরি করলো। স্থানীয় আদিবাসীদের কাছ থেকে জানতে পারলাম, দ্বীপটি অভিশপ্ত এবং এখানে আসা বহু মানুষ আর ফিরে যায়নি। প্রথমে একটু ভয় লাগলেও, আমার ভেতরের 'অন্বেষ্য'-এর তাড়না আমাকে আরও সাহসী করে তুললো। দিনের পর দিন জঙ্গলের গভীরে আমি সেই গুপ্তধনের খোঁজে ঘুরেছি, প্রতিটি ইঞ্চি মেপেছি, কিন্তু কিছুই পাইনি। হতাশ হয়ে যখন ফিরতে যাচ্ছিলাম, হঠাৎ চোখে পড়লো একটি পুরনো পাথরের ফলক। ফলকটিতে খোদাই করা ছিল কিছু সাংকেতিক চিহ্ন, যা আমার কাছে 'অন্বেষ্য'র নতুন সূত্র হয়ে উঠলো। চিহ্নগুলো অনুসরণ করে আমি পৌঁছালাম এক গোপন গুহায়, আর সেখানেই আবিষ্কার করলাম সেই প্রত্নতত্ত্বপূর্ণ গুপ্তধন। আমার জীবনের সবচেয়ে বড় 'অন্বেষ্য'-এর সমাপ্তি ঘটলো।
"
অধ্যেতব্য,"শব্দ: অধ্যেতব্য

বর্তমান যুগ তথ্য আর জ্ঞানের অবাধ প্রবাহের যুগ। এই সময়ে টিকে থাকতে হলে নতুন নতুন বিষয় সম্পর্কে জানতে হয়, শিখতে হয়। তাই জ্ঞানার্জনের কোনো বিকল্প নেই। জীবনে চলার পথে নতুন কিছু সবসময়ই **অধ্যেতব্য**। ছোটবেলায় বিদ্যালয়ে যে বিষয়গুলো নিতান্তই অপছন্দের ছিল, কর্মজীবনে প্রবেশ করে দেখা যায় সেগুলোই হয়তো সাফল্যের চাবিকাঠি। একটি নতুন ভাষা, একটি নতুন সংস্কৃতি অথবা একটি নতুন প্রযুক্তি - সবকিছুই আমাদের দিগন্তকে প্রসারিত করে। প্রকৃতপক্ষে, মানুষের মন এক বিশাল ক্ষেত্র, যেখানে প্রতিনিয়ত নতুন কিছু রোপণ করা যায়। এই ক্ষেত্রে **অধ্যেতব্য** বিষয়গুলো হলো একেকটি বীজ। বীজ থেকে যেমন চারাগাছ জন্মায়, তেমনি অর্জিত জ্ঞান ভবিষ্যতের পথ খুলে দেয়। তাই শুধুমাত্র পুঁথিগত বিদ্যা নয়, জীবনের প্রতিটি ক্ষেত্রে শেখার মানসিকতা রাখা উচিত। কোনো বিষয়কে ভয় না পেয়ে বরং আগ্রহের সাথে সেটি **অধ্যেতব্য**। নিয়মিত অধ্যয়ন আমাদের মস্তিষ্কের কর্মক্ষমতা বাড়ায় এবং নতুন ধারণা জন্ম দিতে সাহায্য করে। বলা যায়, যা কিছু শেখার যোগ্য, তাই **অধ্যেতব্য** এবং এই অধ্যয়নই জীবনকে সুন্দর করে তোলে।
"
